Diamond ID,GIA Report number,Shape,Size,Color,Clarity,Cut,Polish,Symmetry,Fluorescence,Lab,Ratio,Depth,Table,Measurements,Girdle,Culet,Treatment,Star Length,Pavilion,Crown,Shade,Inclusion,Brand,Rap Spec,Key To Symbols,Lab Comment,Member Comment,Vendor Stock number,$/ct,%Rap,Total,Cash: $/ct,Cash: %Rap,Cash: Total,Seller ID,Seller,City,State,Country,Notes,Last Updated,Location,Item Page,Rating,Availability,Diamond Type,videoLink,imageURL,certificateURL
141312221,5433748204,Emerald,0.7,K,VVS1,,EX,VG,None,GIA,1.332,71.5,64.0,5.66x4.25x3.04,"TK-TK, Polished",None,-,,-,-,None,No Milky.,,-,Feather,-,,AC44B122497,682.88,-0.69,478.016,,,,78738,RAYS DIAMONDS,Mumbai,,India,,12-26-2024,IND,http://www.gia.edu/cs/Satellite?reportno=5433748204&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,100.0,G,,https://www.raysdiamonds.com/rdphotos/vision360.html?d=AC44B122497,,https://certs.rapnet.com/UserFolders/78738/Certs/
165593308,636461989,Round,1.23,K,VS2,EX,EX,EX,None,IGI,,59.8,59.0,6.94-6.99x4.16,"M-M, Faceted","None, Pointed",-,,"43%, 40.9°","13.5%, 32.9°",Mixed,No Milky.,,-,-,-,,955522,992.0,-0.68,1220.16,,,,128106,PANSURIYA IMPEX LLP  - PARESH PANSURIYA,Mumbai,,India,,12-25-2024,IND,http://report.igi.org/index.php/reports/verify_your_report?r=636461989,,G,,,https://www.diamondinfo.in/ViewVedio.aspx?id=955522,https://s3.amazonaws.com/rap.certs/IGI/Certificates//636461989.pdf
162611424,6442020447,Round,0.9,I,VVS1,G,VG,VG,Strong,GIA,,66.0,61.0,5.89-5.96x3.91,"TK-VTK, 6.5%, Faceted",None,-,50.0,"44%, 41.6°","15.5%, 38.5°",Faint Brown,No Milky.,,RapSpec C5,"Feather, Chip",-,https://www.sheetal.co/Details/StoneDetails/?stoneno=FM705108,FM705108,1354.24,-0.706,1218.816,,,,75583,Sheetal (Far East) Limited,,,Hong Kong,https://www.sheetal.co/Details/StoneDetails/?stoneno=FM705108,12-26-2024,HK,http://www.gia.edu/cs/Satellite?reportno=6442020447&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,G,,https://d21g74glrkyyov.cloudfront.net/FM705108/FM705108.mp4,https://www.sheetal.co/Details/StoneDetails/?stoneno=FM705108,https://certs.rapnet.com/UserFolders/75583/Certs/
163741926,641404428,Emerald,3.03,J,VVS1,,EX,EX,None,IGI,1.381,70.3,65.0,9.38x6.79x4.77,TK-TK,None,-,,"48%, 39.5°",43.3°,None,No Milky.,,-,"Feather, Pinpoint",-,No BGM/NO BLACK  For Better Price & Feature Log on www.narola.in,207601,4402.0,-0.69,13338.06,,,,71100,NAROLA DIAMONDS PRIVATE LIMITED,Mumbai,,India,No BGM/NO BLACK  For Better Price & Feature Log on www.narola.in,12-26-2024,IND,http://report.igi.org/index.php/reports/verify_your_report?r=641404428,100.0,,,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=207601&faceupviewSpeed=30&sideviewSpeed=30&zoomslide=1&z=0&v=4&s=-10&displayEyeScan=1&sw=200&sh=200,https://stones.narola.in/stonedetail/207601,https://s3.amazonaws.com/rap.certs/IGI/Certificates//641404428.pdf
162070760,638417661,Emerald,1.5,L,VS2,,EX,EX,Very Slight,IGI,1.403,63.0,64.0,7.73x5.51x3.47,"M-M, 3.3%",Large,-,,"46.5%, 37.9°","14%, 36.9°",None,No black. No Open. No Milky.,,-,-,N/A,(No Green-No Brown-No Milky-100% Eye Clean)(Above 15000$ free Shipping at NL BK US AUS & NZ),689500901,1041.0,-0.703,1561.5,,,,60745,C DINESH & CO,Mumbai,,India,(No Green-No Brown-No Milky-100% Eye Clean)(Above 15000$ free Shipping at NL BK US AUS & NZ),12-26-2024,IND,http://report.igi.org/index.php/reports/verify_your_report?r=638417661,,G,,,https://www.pkstone.co.in/videodetail.aspx?vstr=2F00300042006E0039005000510079003300380046006100690043005600670039007700480034006C0077003D003D00&OV=T,https://s3.amazonaws.com/rap.certs/IGI/Certificates//638417661.pdf
163840235,1508295088,Cushion Modified,1.01,H,VS2,,EX,EX,Faint,GIA,1.161,69.2,61.0,6.07x5.23x3.62,"TK-TK, Faceted",None,-,,-,-,Very Light Brown,Black:BT1. White:WT1. No Milky.,,-,"Crystal, Feather, Needle, Natural",Pinpoints are not shown.,Very Light Brown - For final price & full inventory visit www.kirangems.com or contact your sales executive for further details.,100760305740,1232.0,-0.72,1244.32,,,,118455,Kiran Gems USA Inc.,New York,NY,USA,Very Light Brown - For final price & full inventory visit www.kirangems.com or contact your sales executive for further details.,12-26-2024,USA,http://www.gia.edu/cs/Satellite?reportno=1508295088&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,G,,https://photo.diamondasset.in/photo/Video.jsp?idv=1508295088&v=6,https://diamonds.kirangems.com/GemKOnline/DiaSearch/ImageZoom.jsp?ReportNo=1508295088&StoneNo=100760305740,https://certs.rapnet.com/UserFolders/118455/Certs/
165363948,2221677190,Cushion Modified,1.82,K,SI1,,EX,EX,None,GIA,1.222,69.7,59.0,7.65x6.26x4.37,"TK-VTK, Faceted",None,-,,-,-,,-,,-,"Crystal, Cloud","Additional clouds, pinpoints and surface graining are not shown.",Prices listed are for COD . Memo prices  available on request.  Not all stones are available for memo. Email to rapnet@lsdco.com or call  Aidy directly on 646-768-4359,40371475,1320.0,-0.67,2402.4,1200.0,-0.7,2184.0,12996,Leo Schachter Diamonds LLC,New York,,USA,Prices listed are for COD . Memo prices  available on request.  Not all stones are available for memo. Email to rapnet@lsdco.com or call  Aidy directly on 646-768-4359,12-26-2024,USA,http://www.gia.edu/cs/Satellite?reportno=2221677190&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,83.0,G,,,,https://certs.rapnet.com/UserFolders/12996/Certs/
163152112,6312796298,Emerald,0.78,H,VS1,,EX,VG,None,GIA,1.336,68.6,68.0,5.85x4.38x3.01,TK-VTK,None,-,,-,-,Brown,No black. No Milky.,,-,Crystal,-,WEB: www.gemryou.com ; WHATSAPP: +852-98239357 ; WECHAT: HK62053386 ; SKYPE: gemryou,DX1-384,817.8,-0.718,637.884,,,,85360,Gem R You (HK) Ltd.,,,Hong Kong,WEB: www.gemryou.com ; WHATSAPP: +852-98239357 ; WECHAT: HK62053386 ; SKYPE: gemryou,12-25-2024,HK,http://www.gia.edu/cs/Satellite?reportno=6312796298&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,G,,https://v360.in/LG2/vision360.html?d=1431-56,https://www.gemryou.com/item.php?id=DX1-384,https://certs.rapnet.com/UserFolders/85360/Certs/
158908656,2486317458,Cushion Modified,1.01,E,VS2,,EX,EX,Faint,GIA,1.102,67.7,61.0,5.92x5.37x3.63,"STK-TK, Faceted","None, Pointed",-,,-,-,None,"Black:BC0. No Open. White:WT1,WC0. No Milky.",,-,"Crystal, Needle, Pinpoint",Additional pinpoints are not shown.,NO BGM,400135,1710.0,-0.7,1727.1,,,,125655,Parishi Diamond INC,New York,NY,USA,NO BGM,12-26-2024,USA,http://www.gia.edu/cs/Satellite?reportno=2486317458&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,G,,https://videoimagebackup.s3.amazonaws.com/400135.mp4,,https://certs.rapnet.com/UserFolders/125655/Certs/
164348146,2506365047,Pear,1.55,M,IF,,EX,VG,Strong,GIA,1.604,68.0,58.0,9.29x5.79x3.94,"VTK-XTK, Faceted","None, Pointed",-,,-,-,None,No Milky.,,-,-,Minor details of polish are not shown.,,259266,1152.0,-0.68,1785.6,,,,128106,PANSURIYA IMPEX LLP  - PARESH PANSURIYA,Mumbai,,India,,12-25-2024,IND,http://www.gia.edu/cs/Satellite?reportno=2506365047&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,G,,,https://www.diamondinfo.in/ViewVedio.aspx?id=259266,https://certs.rapnet.com/UserFolders/128106/Certs/
163152118,2394065883,Emerald,1.05,D,SI1,,EX,EX,None,GIA,1.42,70.2,66.0,6.76x4.76x3.34,TK-VTK,None,-,,-,-,None,No Milky.,,-,"Twinning Wisp, Crystal, Needle","Additional twinning wisps, pinpoints and surface graining are not shown.",WEB: www.gemryou.com ; WHATSAPP: +852-98239357 ; WECHAT: HK62053386 ; SKYPE: gemryou,DX1-340,1504.3,-0.693,1579.515,,,,85360,Gem R You (HK) Ltd.,,,Hong Kong,WEB: www.gemryou.com ; WHATSAPP: +852-98239357 ; WECHAT: HK62053386 ; SKYPE: gemryou,12-25-2024,HK,http://www.gia.edu/cs/Satellite?reportno=2394065883&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,G,,https://gemryou-hk.s3.ap-east-1.amazonaws.com/Videos/3848813/3848813.html,https://www.gemryou.com/item.php?id=DX1-340,https://certs.rapnet.com/UserFolders/85360/Certs/
136839417,220000027067,Cushion Modified,1.5,G,SI2,,EX,EX,None,HRD,1.018,74.8,63.0,6.21x6.10x4.56,5.5%,"None, Pointed",-,,"53%, ","16.5%, ",None,No Milky.,,-,-,-,,YK0985,1344.0,-0.76,2016.0,,,,77554,Diamond Creations NV,Antwerp,,Belgium,,12-22-2024,BLG,https://my.hrdantwerp.com/?record_number=220000027067,,G,,https://www.dropbox.com/scl/fi/j4yf3xeo0nrfz62rdh0my/1.50-CU-G-SI2-HRD-MK1833.mp4?rlkey=8n0c8id67by8nuj3qa1bk1w4c&dl=0,,https://s3.amazonaws.com/rap.certs/HRD/Certificates/2022/3/11/220000027067.pdf
164053241,,Princess,2.1,I,SI2,,EX,VG,None,HRD,1.013,72.8,70.0,6.97x6.88x5.01,"TN-TN, 2.5%",-,-,,"58%, 45.3°","12.5%, 21.1°",Brown,Black:BT2. White:WT2. No Milky.,,-,-,NA,"www.kapugems.com, India Contact Person Hiren Bhadani (+91 8828404005) (QBC:7771,7772)",5580468,2370.46,-0.684,4977.966,,,,66444,KAPU GEMS LLP,Mumbai,,India,"www.kapugems.com, India Contact Person Hiren Bhadani (+91 8828404005) (QBC:7771,7772)",12-25-2024,IND,,,G,,,https://d3ala6utm5rxsh.cloudfront.net/videos/5580468/5580468.html,
157410195,606338624,Heart,1.05,G,VS2,VG,VG,VG,Strong,IGI,0.871,59.0,64.0,6.10-7.00x4.13,"TK-VTK, 4%, Faceted",-,-,,"41.5%, 39.7°","13.5%, 36.4°",,-,,-,"Crystal, Cloud, Needle",N/A,,93804,1632.0,-0.68,1713.6,,,,75660,MEET GEMS - Keval Shingala,Mumbai,,India,,12-25-2024,IND,http://report.igi.org/index.php/reports/verify_your_report?r=606338624,,G,,,https://v360.in/detail/1536_302-18-1,https://s3.amazonaws.com/rap.certs/IGI/Certificates//606338624.pdf
133562624,485144768,Round,0.3,K,SI2,VG,VG,VG,None,IGI,,61.0,64.5,4.21-4.26x2.59,-,-,-,,"41.5%, 39.8°","13.5%, 37.8°",,Milky:Light.,,-,-,-,,D6991,287.1,-0.681,86.13,,,,78198,HARDIK GEMS,Mumbai,,India,,12-26-2024,IND,http://report.igi.org/index.php/reports/verify_your_report?r=485144768,,STPS,,,,https://s3.amazonaws.com/rap.certs/IGI/Certificates/2021/10/27/485144768.pdf
164790534,240000196197,Oval,1.5,F,SI2,VG,EX,VG,None,HRD,1.397,63.6,62.0,8.94x6.40x4.07,"TK-TK, 5.4%","None, Pointed",-,57.0,"46%, 39.6°","12.5%, 33.4°",None,No Milky.,,-,-,-,   Contact:+91 9323216970 Kavin Shah;For More Option & Benifits Visit www.venusjewel.com;Price for Memo will be Higher,101340182H,,,,1815.0,-0.698,2722.5,51500,VENUS JEWEL,Mumbai,,India,   Contact:+91 9323216970 Kavin Shah;For More Option & Benifits Visit www.venusjewel.com;Price for Memo will be Higher,12-26-2024,IND,https://my.hrdantwerp.com/?record_number=240000196197,100.0,G,,https://d1s5m21q2l18ke.cloudfront.net/v360_mov/j7fb11qhi215.HTML?sv=1&displayAllSideview=1,,https://s3.amazonaws.com/rap.certs/HRD/Certificates/2024/8/20/240000196197.pdf
163152135,6381632866,Emerald,0.95,H,SI1,,EX,VG,None,GIA,1.415,72.1,62.0,6.62x4.68x3.38,TK-VTK,None,-,,-,-,None,No Milky.,,-,"Twinning Wisp, Feather",-,WEB: www.gemryou.com ; WHATSAPP: +852-98239357 ; WECHAT: HK62053386 ; SKYPE: gemryou,DX1-373,920.66,-0.703,874.627,,,,85360,Gem R You (HK) Ltd.,,,Hong Kong,WEB: www.gemryou.com ; WHATSAPP: +852-98239357 ; WECHAT: HK62053386 ; SKYPE: gemryou,12-25-2024,HK,http://www.gia.edu/cs/Satellite?reportno=6381632866&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,G,,https://gemryou-hk.s3.ap-east-1.amazonaws.com/Videos/3438881/3438881.html,https://www.gemryou.com/item.php?id=DX1-373,https://certs.rapnet.com/UserFolders/85360/Certs/
165511431,6502628432,Emerald,1.02,F,VVS1,,EX,EX,Medium,GIA,1.453,69.2,64.0,6.83x4.70x3.25,"STK-TK, Polished",None,-,,-,-,None,No Milky.,,-,Pinpoint,Additional pinpoints are not shown.,Visit www.sunrisediamonds.com.hk for better prices.,F4838,2201.0,-0.69,2245.02,,,,71657,Sunrise Diamonds Ltd.,Hong Kong,,Hong Kong,Visit www.sunrisediamonds.com.hk for better prices.,12-26-2024,HK,http://www.gia.edu/cs/Satellite?reportno=6502628432&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,G,,,https://4e0s0i2r4n0u1s0.com/clientvideo/viewdetail.html?StoneNo=F4838,https://certs.rapnet.com/UserFolders/71657/Certs/
150831368,440005001,Emerald,1.0,E,SI2,VG,VG,VG,None,IGI,1.322,72.0,64.5,6.28x4.75x3.42,TK-TK,-,-,,"49.5%, 38.2°","17.5%, 33.3°",None,No Milky.,,-,-,-,NO BGM Wechat:kbgems Harshil Shah +91 9833951939,54H-2,1216.0,-0.68,1216.0,,,,67551,K. B. GEMS,,,India,NO BGM Wechat:kbgems Harshil Shah +91 9833951939,12-26-2024,IND,http://report.igi.org/index.php/reports/verify_your_report?r=440005001,,STPS,,https://diam360.in/files/Dia%20Image/newvideos/vision360.html?d=54H-2&zoomslide=1,https://diam360.in/StoneDetailsFinal.aspx?Pcsid=54H-2,https://s3.amazonaws.com/rap.certs/IGI/Certificates/2020/9/11/440005001.pdf
158925068,605313332,Round,2.1,L,SI2,EX,EX,EX,None,IGI,,62.4,57.0,8.11-8.17x5.08,3.9%,-,-,,"43%, 40.7°","15.5%, 36.2°",,No Milky.,,-,"Cloud, Crystal, Feather",MINOR BLACK 100% EYE CLEAN 100% H & A,MINOR BLACK 100% EYE CLEAN 100% H & A WECHAT - 1514945859; WHATSAPP +917900047972 FOR ADDITIONAL DISCOUNT LOG ON TO WWW.SHYAMCORPORATION.NET,CSYP-2839,1468.0,-0.7,3082.8,4900.0,0.0,10290.0,71209,SHYAM CORPORATION,Mumbai,,India,MINOR BLACK 100% EYE CLEAN 100% H & A WECHAT - 1514945859; WHATSAPP +917900047972 FOR ADDITIONAL DISCOUNT LOG ON TO WWW.SHYAMCORPORATION.NET,12-25-2024,IND,http://report.igi.org/index.php/reports/verify_your_report?r=605313332,100.0,G,,https://sc3399.s3.ap-south-1.amazonaws.com/Vision360.html?d=CSYP-2839,http://shyamcorporation.net/StoneDetail/Index?stoneid=CSYP-2839,https://s3.amazonaws.com/rap.certs/IGI/Certificates//605313332.pdf
150831373,361983874,Round,1.0,J,SI1,F,EX,VG,None,IGI,,57.9,64.5,6.33-6.41x3.69,TN-VTK,-,-,,"39%, 38.3°","12%, 34.6°",None,No Milky.,,-,-,-,NO BGM Wechat:kbgems Harshil Shah +91 9833951939,22J1-3,1088.0,-0.68,1088.0,,,,67551,K. B. GEMS,,,India,NO BGM Wechat:kbgems Harshil Shah +91 9833951939,12-26-2024,IND,http://report.igi.org/index.php/reports/verify_your_report?r=361983874,,STPS,,https://diam360.in/files/Dia%20Image/newvideos/vision360.html?d=22J1-3&zoomslide=1,https://diam360.in/StoneDetailsFinal.aspx?Pcsid=22J1-3,https://s3.amazonaws.com/rap.certs/IGI/Certificates/2019/3/8/361983874.pdf
158925071,605313334,Round,2.02,L,SI1,VG,EX,EX,None,IGI,,64.3,57.0,7.87-7.95x5.09,-,-,-,,"43.5%, 41.3°","16%, 36.5°",None,No black. Milky:Light.,,-,"Cloud, Feather",LIGHT MILKY NO BLACK 100% EYE CLEAN,LIGHT MILKY NO BLACK 100% EYE CLEAN WECHAT - 1514945859; WHATSAPP +917900047972 FOR ADDITIONAL DISCOUNT LOG ON TO WWW.SHYAMCORPORATION.NET,CSYP-2838,1587.0,-0.701,3205.74,5300.0,0.0,10706.0,71209,SHYAM CORPORATION,Mumbai,,India,LIGHT MILKY NO BLACK 100% EYE CLEAN WECHAT - 1514945859; WHATSAPP +917900047972 FOR ADDITIONAL DISCOUNT LOG ON TO WWW.SHYAMCORPORATION.NET,12-25-2024,IND,http://report.igi.org/index.php/reports/verify_your_report?r=605313334,100.0,G,,https://sc3399.s3.ap-south-1.amazonaws.com/Vision360.html?d=CSYP-2838,http://shyamcorporation.net/StoneDetail/Index?stoneid=CSYP-2838,https://s3.amazonaws.com/rap.certs/IGI/Certificates//605313334.pdf
165183760,7488918015,Cushion Modified,1.0,E,SI1,,EX,VG,Faint,GIA,1.051,70.9,63.0,5.54x5.27x3.74,"TK-XTK, Faceted",None,-,,-,-,None,Black:BT2. White:WT1. No Milky.,,-,"Crystal, Needle, Natural",Pinpoints are not shown.,No BGM - For final price & full inventory visit www.kirangems.com or contact your sales executive for further details.,100756943907,1288.0,-0.72,1288.0,,,,118455,Kiran Gems USA Inc.,New York,NY,USA,No BGM - For final price & full inventory visit www.kirangems.com or contact your sales executive for further details.,12-26-2024,USA,http://www.gia.edu/cs/Satellite?reportno=7488918015&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,G,,https://photo.diamondasset.in/photo/Video.jsp?idv=7488918015&v=6,https://diamonds.kirangems.com/GemKOnline/DiaSearch/ImageZoom.jsp?ReportNo=7488918015&StoneNo=100756943907,https://certs.rapnet.com/UserFolders/118455/Certs/
164839697,629447195,Round,1.0,M,SI2,EX,EX,VG,None,IGI,,63.4,60.0,6.27-6.34x4.01,-,"None, Pointed",-,,-,-,None,No Milky.,,-,-,-,No bgm nice stone ,DGD-19-14,651.0,-0.69,651.0,,,,101872,AXAY GEMS,SURAT,,India,No bgm nice stone ,12-25-2024,IND,http://report.igi.org/index.php/reports/verify_your_report?r=629447195,,G,,,,https://s3.amazonaws.com/rap.certs/IGI/Certificates//629447195.pdf
165216528,621474331,Round,1.5,J,VS2,I,EX,EX,None,IGI,,60.7,60.0,7.33-7.40x4.47,4%,-,-,,"43.5%, 33.7°","13.5%, 33.7°",None,No Milky.,,-,"Crystal, Feather, Cloud",IDEAL CUT ROUND BRILLIANT,NO BGM,105-162,1792.0,-0.68,2688.0,,,,71211,SHREE KRISHNA EXPORTS,Mumbai,,India,NO BGM,12-26-2024,IND,http://report.igi.org/index.php/reports/verify_your_report?r=621474331,,G,,https://skrishna.co/vision360/vision360.html?d=105-162,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=105-162,https://s3.amazonaws.com/rap.certs/IGI/Certificates//621474331.pdf
162644253,1493998220,Cushion Modified,1.02,K,VVS1,,EX,EX,None,GIA,1.03,70.0,61.0,5.57x5.41x3.79,"STK-TK, Faceted",None,-,,-,-,None,No black. No Open. No Milky.,,-,"Cloud, Feather",-,NO BGM +91 8591108718 WA & Skype +1%NYC Delivery.FixedPrice.Net-Bill-Cod,J304-25A,874.0,-0.735,891.48,874.5,-0.735,891.99,105304,M. Rajesh,Mumbai,,India,NO BGM +91 8591108718 WA & Skype +1%NYC Delivery.FixedPrice.Net-Bill-Cod,12-26-2024,IND,http://www.gia.edu/cs/Satellite?reportno=1493998220&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,G,,https://vv360.in/Vision360.html?d=J304-25A,,https://certs.rapnet.com/UserFolders/105304/Certs/
136429853,7421340661,Cushion Modified,1.0,E,SI1,,EX,F,None,GIA,1.0,78.7,54.0,5.30x5.30x4.17,Faceted,None,-,,-,-,None,No Milky.,,-,"Crystal, Needle",Clouds are not shown. Pinpoints are not shown.,WECHAT rajshah428 SKYPE rajshah428,NI-2,1445.0,-0.686,1445.0,,,,113871,AMORA DIAMONDS,Mumbai,,India,WECHAT rajshah428 SKYPE rajshah428,12-25-2024,IND,http://www.gia.edu/cs/Satellite?reportno=7421340661&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,G,,https://v3603660.v360.in/vision360.html?d=7421340661,,https://certs.rapnet.com/UserFolders/113871/Certs/
136429855,2427340643,Cushion Modified,1.0,G,VS1,,VG,VG,None,GIA,1.161,72.8,62.0,6.00x5.17x3.76,"TK-XTK, Faceted",None,-,,-,-,None,No black. No Milky.,,-,Cloud,Additional clouds are not shown. Pinpoints are not shown.,WECHAT rajshah428 SKYPE rajshah428,NL-28,1792.0,-0.68,1792.0,,,,113871,AMORA DIAMONDS,Mumbai,,India,WECHAT rajshah428 SKYPE rajshah428,12-25-2024,IND,http://www.gia.edu/cs/Satellite?reportno=2427340643&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,G,,https://v3603660.v360.in/vision360.html?d=2427340643,,https://certs.rapnet.com/UserFolders/113871/Certs/
136429856,6425176872,Cushion Modified,1.0,H,VVS2,,EX,EX,Faint,GIA,1.154,70.1,61.0,5.99x5.19x3.64,Faceted,None,-,,-,-,None,No Milky.,,-,Needle,-,WECHAT rajshah428 SKYPE rajshah428,LP-5,1612.0,-0.684,1612.0,,,,113871,AMORA DIAMONDS,Mumbai,,India,WECHAT rajshah428 SKYPE rajshah428,12-25-2024,IND,http://www.gia.edu/cs/Satellite?reportno=6425176872&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,G,,https://v3603660.v360.in/vision360.html?d=6425176872,,https://certs.rapnet.com/UserFolders/113871/Certs/
144458017,1449553595,Cushion Modified,1.01,F,VS2,,VG,EX,Medium,GIA,1.195,68.4,67.0,6.30x5.27x3.61,"STK-VTK, Faceted",None,-,,-,-,None,No Milky.,,-,Crystal,Pinpoints are not shown.,,91933007,1728.0,-0.68,1745.28,,,,70860,S. VINODKUMAR DIAMONDS PVT. LTD.,Mumbai,,India,,12-26-2024,IND,http://www.gia.edu/cs/Satellite?reportno=1449553595&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,G,,https://view360v.com/Forms/Vision360.html?d=0000975261&v=4&s=10,https://view360v.com/f360v.aspx?Id=5D6/N3srGT28MEQs3fLEkf0Gdhlgcz2zKKdiVEnQWXc=,https://certs.rapnet.com/UserFolders/70860/Certs/
159498531,621474758,Oval,1.52,J,SI2,VG,VG,VG,Slight,IGI,1.485,60.3,61.0,9.43x6.35x3.83,4.8%,-,-,,"41%, 38.3°","14.5%, 39.8°",Brown,No Milky.,,-,"Crystal, Feather, Cloud",N/A,"Skype:-SRD GEMS ,Whatsapp:- VAIBHAV ISMALIYA , +91 99090 41691 , +91 99202 95952,WeChat:- srdgems, SrdGems-Hk        QBC 8954,8959  (for Volume Adavntage call Us)",7200171,722.0,-0.836,1097.44,,,,113262,SHREE RAMDOOT GEMS LLP,Mumbai,,India,"Skype:-SRD GEMS ,Whatsapp:- VAIBHAV ISMALIYA , +91 99090 41691 , +91 99202 95952,WeChat:- srdgems, SrdGems-Hk        QBC 8954,8959  (for Volume Adavntage call Us)",12-26-2024,IND,http://report.igi.org/index.php/reports/verify_your_report?r=621474758,100.0,G,,,,https://s3.amazonaws.com/rap.certs/IGI/Certificates//621474758.pdf
162693411,240000156831,Round,0.9,F,SI2,G,VG,EX,Slight,HRD,,65.0,59.0,5.99-6.01x3.90,"TK-TK, 5.5%",-,-,,"44%, 41.3°","15.5%, 37°",Brown,Milky:Medium.,,-,-,-,Call or whats app 212-944-4537 (Richard) email gia@kgsjewels.com,N0384199,990.0,-0.7,891.0,,,,70661,Aspeco (HK) Limited,New York,NY,USA,Call or whats app 212-944-4537 (Richard) email gia@kgsjewels.com,12-26-2024,USA,https://my.hrdantwerp.com/?record_number=240000156831,,G,,https://stackg.azureedge.net/v360azurekg/V360_5_0/Vision360.html?d=N0384199,https://www.kgdiamonds.com/products/N0384199/N0384199/5,https://s3.amazonaws.com/rap.certs/HRD/Certificates/2024/6/19/240000156831.pdf
156598565,"210000216077""",Pear,1.01,L,SI2,,EX,G,Strong,HRD,1.481,71.2,55.0,7.88x5.32x3.79,-,-,-,,-,-,None,No Milky.,,-,-,-,No BGM. Whatsapp: +971504563841,TH-42,620.0,-0.69,626.2,,,,126682,TARADIAM MIDDLE EAST DMCC,Dubai,,UAE,No BGM. Whatsapp: +971504563841,12-24-2024,UAE,"https://my.hrdantwerp.com/?record_number=210000216077""",,,,,,
125878566,5386505914,Oval,1.0,I,SI1,,G,G,Strong,GIA,1.432,70.1,56.0,7.43x5.19x3.64,"TK-XTK, Faceted",None,-,,-,-,None,No Milky.,,-,"Crystal, Feather, Cloud, Needle, Natural, Extra Facet",Additional clouds are not shown. Pinpoints are not shown.,NO BGM,CME-53-2000,1031.25,-0.688,1031.25,,,,75712,M.D.BROTHERS,Mumbai,,India,NO BGM,12-26-2024,IND,http://www.gia.edu/cs/Satellite?reportno=5386505914&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,G,,https://v3603660.v360.in/vision360.html?d=5386505914,,https://certs.rapnet.com/UserFolders/75712/Certs/
133562663,485142080,Round,0.41,J,SI2,G,G,VG,Very Slight,IGI,,63.1,57.5,4.61-4.66x2.93,-,-,-,,"42%, 40.1°","15.5%, 35.9°",,No Milky.,,-,-,-,,D6988,382.8,-0.681,156.948,,,,78198,HARDIK GEMS,Mumbai,,India,,12-26-2024,IND,http://report.igi.org/index.php/reports/verify_your_report?r=485142080,,STPS,,,,https://s3.amazonaws.com/rap.certs/IGI/Certificates/2021/12/6/485142080.pdf
164839720,635475976,Round,1.01,I,SI2,VG,EX,EX,None,IGI,,58.9,62.0,6.48-6.54x3.84,-,"None, Pointed",-,,-,-,None,No Milky.,,-,-,-,NO BGM ,DGD-19-15,1080.0,-0.7,1090.8,,,,101872,AXAY GEMS,SURAT,,India,NO BGM ,12-25-2024,IND,http://report.igi.org/index.php/reports/verify_your_report?r=635475976,,G,,,,https://s3.amazonaws.com/rap.certs/IGI/Certificates//635475976.pdf
